"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130159","b2222","NP_416726.1","acetyl-CoA:acetoacetyl-CoA transferase, beta subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049951","PA14_38640","WP_003088567.1","putative CoA transferase, subunit B","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130160","b2223","NP_416727.1","short chain fatty acid transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116049953","PA14_38610","WP_003088572.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130162","b2225","NP_416729.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052519","PA14_58230","WP_031632719.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130163","b2226","NP_416730.1","predicted protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052520","PA14_58240","WP_009875892.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111404","b2229","NP_416732.4","predicted protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052522","PA14_58260","WP_016254082.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111405","b2230","NP_416733.4","conserved protein, DUF2138 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116052523","PA14_58270","WP_003141329.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130166","b2231","NP_416734.1","DNA gyrase (type II topoisomerase), subunit A","57977","Pseudomonas aeruginosa UCBPP-PA14","116051157","PA14_23260","WP_003116419.1","DNA gyrase subunit A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130167","b2232","NP_416735.1","bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051160","PA14_23220","WP_003091451.1","3-demethylubiquinone-9 3-methyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130169","b2234","NP_416737.1","ribonucleoside-diphosphate reductase 1, alpha subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049088","PA14_49460","WP_003082358.1","ribonucleotide-diphosphate reductase subunit alpha","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130170","b2235","NP_416738.1","ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116049087","PA14_49470","WP_003086547.1","ribonucleotide-diphosphate reductase subunit beta","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130172","b2237","NP_416740.1","conserved protein, acid-induced","57977","Pseudomonas aeruginosa UCBPP-PA14","116052412","PA14_56920","WP_003094029.1","InaA protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130174","b2239","NP_416742.1","periplasmic glycerophosphodiester phosphodiesterase","57977","Pseudomonas aeruginosa UCBPP-PA14","116054075","PA14_04550","WP_003110415.1","glycerophosphoryl diester phosphodiesterase, periplasmic","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130175","b2240","NP_416743.1","sn-glycerol-3-phosphate transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116053382","PA14_69130","WP_003096330.1","sn-glycerol-3-phosphate transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130180","b2245","NP_416748.1","2-keto-3-deoxy-L-rhamnonate aldolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052162","PA14_10570","WP_003137557.1","putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111406","b2246","NP_416749.4","predicted L-rhamnonate transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050147","PA14_36080","WP_003123448.1","putative MFS transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","226524733","b2247","NP_416750.2","L-rhamnonate dehydratase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050148","PA14_36070","WP_003111006.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698288","b2253","NP_416756.5","uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116051550","PA14_18370","WP_003130049.1","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130189","b2254","NP_416757.1","undecaprenyl phosphate-L-Ara4FN transferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051551","PA14_18360","WP_003092115.1","putative glycosyl transferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130190","b2255","NP_416758.1","fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051552","PA14_18350","WP_003092116.1","bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130191","b2256","NP_416759.1","Undecaprenyl phosphate-alpha-L-ara4FN deformylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051553","PA14_18340","WP_003138080.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130192","b2257","NP_416760.1","4-amino-4-deoxy-L-arabinose transferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051554","PA14_18330","WP_003138078.1","4-amino-4-deoxy-L-arabinose transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","94541119","b4544","YP_588462.1","undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051555","PA14_18320","WP_003138076.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130197","b2262","NP_416765.1","dihydroxynaphthoic acid synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049964","PA14_38470","WP_003088598.1","gamma-carboxygeranoyl-CoA hydratase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130202","b2267","NP_416770.1","predicted acyltransferase with acyl-CoA N-acyltransferase domain","57977","Pseudomonas aeruginosa UCBPP-PA14","116053836","PA14_01400","WP_003083750.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698289","b2276","NP_416779.2","NADH:ubiquinone oxidoreductase, membrane subunit N","57977","Pseudomonas aeruginosa UCBPP-PA14","116050636","PA14_29850","WP_003090482.1","NADH dehydrogenase subunit N","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130212","b2277","NP_416780.1","NADH:ubiquinone oxidoreductase, membrane subunit M","57977","Pseudomonas aeruginosa UCBPP-PA14","116050635","PA14_29860","WP_003090479.1","NADH dehydrogenase subunit M","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130213","b2278","NP_416781.1","NADH:ubiquinone oxidoreductase, membrane subunit L","57977","Pseudomonas aeruginosa UCBPP-PA14","116050634","PA14_29880","WP_003138929.1","NADH dehydrogenase subunit L","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130214","b2279","NP_416782.1","NADH:ubiquinone oxidoreductase, membrane subunit K","57977","Pseudomonas aeruginosa UCBPP-PA14","116050633","PA14_29890","WP_003090475.1","NADH dehydrogenase subunit K","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130215","b2280","NP_416783.1","NADH:ubiquinone oxidoreductase, membrane subunit J","57977","Pseudomonas aeruginosa UCBPP-PA14","116050632","PA14_29900","WP_003090473.1","NADH dehydrogenase subunit J","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130216","b2281","NP_416784.1","NADH:ubiquinone oxidoreductase, chain I","57977","Pseudomonas aeruginosa UCBPP-PA14","116050631","PA14_29920","WP_003090467.1","NADH dehydrogenase subunit I","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130217","b2282","NP_416785.1","NADH:ubiquinone oxidoreductase, membrane subunit H","57977","Pseudomonas aeruginosa UCBPP-PA14","116050630","PA14_29930","WP_003090465.1","NADH dehydrogenase subunit H","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698290","b2283","NP_416786.4","NADH:ubiquinone oxidoreductase, chain G","57977","Pseudomonas aeruginosa UCBPP-PA14","116050629","PA14_29940","WP_003138932.1","NADH dehydrogenase subunit G","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130219","b2284","NP_416787.1","NADH:ubiquinone oxidoreductase, chain F","57977","Pseudomonas aeruginosa UCBPP-PA14","116050628","PA14_29970","YP_790553.1","NADH dehydrogenase I subunit F","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130220","b2285","NP_416788.1","NADH:ubiquinone oxidoreductase, chain E","57977","Pseudomonas aeruginosa UCBPP-PA14","116050627","PA14_29980","WP_003090460.1","NADH dehydrogenase subunit E","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698291","b2286","NP_416789.2","NADH:ubiquinone oxidoreductase, fused CD subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050626","PA14_29990","WP_003090458.1","bifunctional NADH:ubiquinone oxidoreductase subunit C/D","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130222","b2287","NP_416790.1","NADH:ubiquinone oxidoreductase, chain B","57977","Pseudomonas aeruginosa UCBPP-PA14","116050625","PA14_30010","WP_003090455.1","NADH dehydrogenase subunit B","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176207","b2288","NP_416791.3","NADH:ubiquinone oxidoreductase, membrane subunit A","57977","Pseudomonas aeruginosa UCBPP-PA14","116050624","PA14_30020","WP_003090452.1","NADH dehydrogenase subunit A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130224","b2289","NP_416792.1","DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes","57977","Pseudomonas aeruginosa UCBPP-PA14","116050850","PA14_27280","WP_003114756.1","LysR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130225","b2290","NP_416793.1","valine-pyruvate aminotransferase 2","57977","Pseudomonas aeruginosa UCBPP-PA14","116050832","PA14_27500","WP_003090913.1","aminotransferase AlaT","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130227","b2292","NP_416795.1","predicted transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116051869","PA14_14360","WP_003092885.1","putative sodium:sulfate symporter","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130232","b2297","NP_416800.1","phosphate acetyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048757","PA14_53480","WP_003085813.1","phosphate acetyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130234","b2299","NP_416802.1","predicted NUDIX hydrolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052989","PA14_64010","WP_004365420.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176208","b2300","NP_416803.3","phosphodiesterase activity on bis-pNPP","57977","Pseudomonas aeruginosa UCBPP-PA14","116054079","PA14_04590","WP_024082402.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130237","b2302","NP_416805.1","GSH-dependent disulfide bond oxidoreductase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048961","PA14_50970","WP_003081964.1","glutathione S-transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130238","b2303","NP_416806.1","D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051458","PA14_19620","WP_003091897.1","D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130239","b2304","NP_416807.1","conserved protein with NAD(P)-binding Rossmann-fold domain","57977","Pseudomonas aeruginosa UCBPP-PA14","116052801","PA14_61590","WP_003141621.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130241","b2306","NP_416809.1","histidine/lysine/arginine/ornithine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116048816","PA14_52750","WP_003085940.1","arginine/ornithine transport protein AotP","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130242","b2307","NP_416810.1","histidine/lysine/arginine/ornithine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050927","PA14_26220","WP_003091035.1","histidine ABC transporter, inner membrane permease","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130243","b2308","NP_416811.1","histidine/lysine/arginine/ornithine transporter permease subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050926","PA14_26230","WP_003110298.1","histidine transport system permease protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130244","b2309","NP_416812.1","histidine/lysine/arginine/ornithine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050925","PA14_26240","WP_003124439.1","periplasmic histidine-binding protein HisJ","1","b2310[lysine/arginine/ornithine transporter subunit]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130245","b2310","NP_416813.1","lysine/arginine/ornithine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050925","PA14_26240","WP_003124439.1","periplasmic histidine-binding protein HisJ","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130246","b2311","NP_416814.1","3-octaprenyl-4-hydroxybenzoate carboxy-lyase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052057","PA14_11860","WP_003093227.1","aromatic acid decarboxylase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130247","b2312","NP_416815.1","amidophosphoribosyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051104","PA14_23920","WP_003091383.1","amidophosphoribosyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130248","b2313","NP_416816.1","membrane protein required for colicin V production","57977","Pseudomonas aeruginosa UCBPP-PA14","116051105","PA14_23900","WP_003091384.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130250","b2315","NP_416818.1","bifunctional folylpolyglutamate synthase/ dihydrofolate synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051107","PA14_23880","WP_003138507.1","folylpolyglutamate synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130251","b2316","NP_416819.1","acetyl-CoA carboxylase, beta (carboxyltransferase) subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051108","PA14_23860","WP_003104199.1","acetyl-CoA carboxylase subunit beta","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130252","b2317","NP_416820.1","conserved inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052066","PA14_11720","WP_003093241.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130253","b2318","NP_416821.1","pseudouridylate synthase I","57977","Pseudomonas aeruginosa UCBPP-PA14","116051110","PA14_23840","WP_011666599.1","tRNA pseudouridine synthase A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130254","b2319","NP_416822.1","predicted semialdehyde dehydrogenase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051112","PA14_23810","WP_003091393.1","aspartate-semialdehyde dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130255","b2320","NP_416823.1","erythronate-4-phosphate dehydrogenase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049333","PA14_46470","WP_003140321.1","erythronate-4-phosphate dehydrogenase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130258","b2323","NP_416826.1","3-oxoacyl-[acyl-carrier-protein] synthase I","57977","Pseudomonas aeruginosa UCBPP-PA14","116049554","PA14_43690","WP_003087471.1","3-oxoacyl-(acyl carrier protein) synthase I","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111418","b2324","NP_416827.4","fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase/FAD-dependent demodification enzyme","57977","Pseudomonas aeruginosa UCBPP-PA14","116051476","PA14_19400","WP_003138195.1","5-methylaminomethyl-2-thiouridine methyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130262","b2327","NP_416830.1","inner membrane protein, UPF0721 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116049774","PA14_40940","WP_003139927.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130264","b2329","NP_416832.1","chorismate synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049630","PA14_42760","WP_003087653.1","chorismate synthase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111419","b2330","NP_416833.4","N5-glutamine methyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049627","PA14_42790","WP_003087648.1","N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130273","b2340","NP_416842.1","phosphohistidine phosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049561","PA14_43620","WP_003117751.1","putative phosphohistidine phosphatase SixA","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130275","b2342","NP_416844.1","beta-ketoacyl-CoA thiolase, anaerobic, subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116052932","PA14_63250","WP_004365395.1","acetyl-CoA acetyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698292","b2344","NP_416846.2","long-chain fatty acid outer membrane transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116049240","PA14_47540","WP_003133490.1","putative outer membrane protein precursor","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130279","b2346","NP_416848.1","ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component","57977","Pseudomonas aeruginosa UCBPP-PA14","116050800","PA14_27920","WP_003090872.1","hypothetical protein","1","","PA14_22290[hypothetical protein]","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130279","b2346","NP_416848.1","ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component","57977","Pseudomonas aeruginosa UCBPP-PA14","116051235","PA14_22290","WP_003138398.1","hypothetical protein","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130280","b2347","NP_416849.1","predicted inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116050777","PA14_28170","WP_003138815.1","formate/nitrate transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130281","b2349","NP_416850.1","CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051793","PA14_15350","WP_011666563.1","putative integrase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130283","b2351","NP_416852.1","CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052966","PA14_63710","WP_003107470.1","putative glycosyl transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130298","b2366","NP_416867.1","D-serine dehydratase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051372","PA14_20650","WP_003138263.1","D-serine dehydratase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130299","b2367","NP_416868.1","predicted multidrug efflux system","57977","Pseudomonas aeruginosa UCBPP-PA14","116053307","PA14_68140","WP_003141886.1","drug efflux transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130300","b2368","NP_416869.1","EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component","57977","Pseudomonas aeruginosa UCBPP-PA14","116053306","PA14_68130","WP_003135919.1","multidrug resistance protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130301","b2369","NP_416870.1","DNA-binding response regulator in two-component regulatory system with EvgS","57977","Pseudomonas aeruginosa UCBPP-PA14","116051046","PA14_24710","WP_003091268.1","putative two-component response regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130302","b2370","NP_416871.1","hybrid sensory histidine kinase in two-component regulatory system with EvgA","57977","Pseudomonas aeruginosa UCBPP-PA14","116051045","PA14_24720","WP_003138563.1","putative two-component sensor","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130302","b2370","NP_416871.1","hybrid sensory histidine kinase in two-component regulatory system with EvgA","57977","Pseudomonas aeruginosa UCBPP-PA14","116051986","PA14_12820","WP_003137721.1","two-component sensor","1","","PA14_24720[putative two-component sensor]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135906","b2371","NP_416872.4","predicted CoA-transferase, NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116051590","PA14_17820","WP_003138047.1","hypothetical protein","1","","PA14_05820[hypothetical protein]","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135906","b2371","NP_416872.4","predicted CoA-transferase, NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116054175","PA14_05820","WP_003084679.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111426","b2378","NP_416879.4","palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051255","PA14_22050","WP_003091577.1","lipid A biosynthesis lauroyl acyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130311","b2379","NP_416880.1","valine-pyruvate aminotransferase 3","57977","Pseudomonas aeruginosa UCBPP-PA14","116052861","PA14_62400","WP_004365361.1","aminotransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130312","b2380","NP_416881.1","predicted sensory kinase in two-component system with YpdB","57977","Pseudomonas aeruginosa UCBPP-PA14","116053410","PA14_69480","WP_003096404.1","alginate biosynthesis protein AlgZ/FimS","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130313","b2381","NP_416882.1","predicted response regulator in two-component system with YpdA","57977","Pseudomonas aeruginosa UCBPP-PA14","116053409","PA14_69470","WP_003096397.1","alginate biosynthesis regulatory protein AlgR","1","b2125[predicted response regulator in two-component system withYehU]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130316","b2384","NP_416885.1","aminopeptidase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050113","PA14_36500","WP_011666677.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130320","b2388","NP_416889.1","glucokinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051182","PA14_22930","WP_003091477.1","glucokinase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130324","b2392","NP_416893.1","manganese/divalent cation transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116052368","PA14_56340","WP_003141228.1","manganese transport protein MntH","1","","PA14_53800[manganese transport protein MntH]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130324","b2392","NP_416893.1","manganese/divalent cation transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116048727","PA14_53800","WP_003106624.1","manganese transport protein MntH","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130330","b2400","NP_416899.1","glutamyl-tRNA synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051130","PA14_23560","WP_003130541.1","glutamyl-tRNA synthetase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130333","b2407","NP_416902.1","purine nucleoside phosphorylase II","57977","Pseudomonas aeruginosa UCBPP-PA14","116051006","PA14_25210","WP_003091193.1","5'-methylthioadenosine phosphorylase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130335","b2409","NP_416904.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116049949","PA14_38680","WP_003088564.1","LysR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130336","b2410","NP_416905.1","predicted inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116049976","PA14_38320","WP_003128792.1","bile acid/Na+ symporter family transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","94541121","b4546","YP_588464.1","predicted protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051609","PA14_17590","WP_003092249.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130337","b2411","NP_416906.1","DNA ligase, NAD(+)-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116049473","PA14_44660","WP_003140219.1","NAD-dependent DNA ligase LigA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130338","b2412","NP_416907.1","cell division protein involved in Z ring assembly","57977","Pseudomonas aeruginosa UCBPP-PA14","116049472","PA14_44670","WP_003110778.1","cell division protein ZipA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130339","b2413","NP_416908.1","predicted inner membrane protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116048769","PA14_53330","WP_003085838.1","putative sulfate transport protein CysZ","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130340","b2414","NP_416909.1","cysteine synthase A, O-acetylserine sulfhydrolase A subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050694","PA14_29110","WP_003090573.1","cysteine synthase A","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130342","b2416","NP_416911.1","PEP-protein phosphotransferase of PTS system (enzyme I)","57977","Pseudomonas aeruginosa UCBPP-PA14","116051559","PA14_18250","WP_003138070.1","putative phosphotransferase system enzyme I","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130347","b2421","NP_416916.1","cysteine synthase B (O-acetylserine sulfhydrolase B)","57977","Pseudomonas aeruginosa UCBPP-PA14","116048855","PA14_52210","WP_003102419.1","cysteine synthase B","","","","SSD"
